Username,waktu,Komentar,Rating
Agung Ramadhan,2023-06-17,updatean sekarang ngebug selalu server merespon juga semenjak season mohon baik banyak bug semakin ganggu nyaman layer,1
Zhi Yi,2023-06-17,hari hari skin baru bisa baik bug metro tidak hahapa berguna skin setiap hari bug biarin,1
Bariq Matnaim,2023-06-17,pantas saja sepi ngelanggar main sedikit bend tahun developer nya punya otak atau bagaimana sih masa iya ketemu musuh terus jalan bareng bisa band tahun permainan jelek malas sudah main,1
Afriyan Syah,2023-06-17,semua sudah bagus Hanya macth pertama bagus aja tidak ngeprem dan tidak keluar sendiri macth dua turun tempat ramai awal ngeprem dan tiba-tiba keluar sendiri tolong lah pubg beri solusi bagaimana cara ngatasinnya apa garagara hp panas atau ram penuh tolong jawab pli,3
Gusti Ekha,2023-06-17,permainan tidak jelas minimal punya server jangan ngelag lah gw main ngelag selalu tolong lah admin baikin bug gituannya,1
Adi Prabowo,2023-06-17,kalau main suka keluar sendiri padahal sinyal bagus rung simpan ada data change sudah dihapussuhu mental padahal permainan reload masuk sudah mati zona atau musuhtolong segera baik lalu tolong bisa pakai permainan space,4
fardankz49,2023-06-17,semua nya sudah bagus hanya pelit event saja tidak seperti buat event baju permanen begitu soal nya susah sangat dapat baju celana permanen tolong lah buat event riah buat player gratis,5
Aris Munandar,2023-06-17,wooyy setiap masuk pubg server merespon selalu ada masalah apa kamu server sama saya,1
Arifin Ilham,2023-06-17,permainan nya oke event nya juga bagus hanya yang kurang itu apa coba games nya pelit masak harus spin sampai habis baru bisa dapat item pliss lah min baik dikit kenapa sama kami para player gratis,2
Irfan pasaribu,2023-06-17,masah hp ram turun parasut tidak lihat apa terasa seperti air parah permainan jangan lagi main pubg lebih baik main ml,1
Mulya Putra,2023-06-17,semakin lama semakin berat bug nya juga parah gerakan jadi lambat,2
azunk Qila,2023-06-17,saya bisa masuk permainan bakh logo krafton muncul layar,1
Muhammad Bilal,2023-06-17,sudah lama ini aku pernah main pubg aku player setia pubg juga admin tapi skarang kalau aku lihat lihat banyak ubah yang kurang senang hati para layer setia ini admin mangkanya banyak yang pindah permainan belah permainan pubg sekarang sudah bisa buat layer rasa tegang atau gereget admin karena ubah sudah terlalu colok jadi kmarin aku sempat henti main pubg dan pindah permainan belah saran saya admin pubg yang dulu lebih bagus,4
benironasman beni,2023-06-17,permainan lama sering jadi server mau masuk bug segera tunggu ok semakin keluar trusan begitu,1
Yduasa Vivoo,2023-06-17,ngelag jaring stabil tapi lama main jadi payah padahal hp ram,1
Fomolq,2023-06-16,seru ini permainan Hanya sayang event metro royal saya pikir kurang dapat update padahal event itu sangat seru dan tantang ketimbang main klasik,1
Syakha Oke,2023-06-16,tolong itu map yang penting hapus saja mungkin karena itu permainan jadi sering ngelag banyak sampah yang tidak penting habisin ruang ram hp kembali versi awal yang dulu yang lebih ringan bisa kan pasti itu bug baik ok semoga pubg kembali jaya untuk saat bintang dulu deh terima kasih,3
domba edan,2023-06-16,kalau mau main permainan harus punya device tengah selsaikan lebih bagus device kelas selsaikan karena device tengah bawah tidak bakal kuat lama karena permainan lebih tonjol grafis sama skin jadi kalau untuk device saat an jangan harap nyaman main permainan,1
Bang Fajar,2023-06-16,mohon maaf apa bisa lebih lancar pada hp ram gb soal masih pakai grafik paling bawahhalus juga masih patah leg tinggi dan tolong untuk sedia tampil hd pada karakter pada grafik halus supaya terlalu jelek permainan nya saya bagai main permainan sangat kecewa,1
Irsyad Habibulqudus,2023-06-16,sistem rit lebih sulit untuk dapat poin rit tambah poin rank lebih sedikit dan kurang rank sangat banding balik,1
arief kurniawan,2023-06-16,wah parah sih permainan nya masa mau login saja tidak bisa notifikasi server merespon dan koneksi stabil muncul terus padahal kalau dari segi jaringan tidak ada masalah terus mau buka fitur bantu custom service dari ingame belum login masa tidak bisa sih tolong baik dong sudah lapor berkali-kali tetap tidak ada ubah,1
Eno Dita,2023-06-16,pubg mobile sekarang semakin hilang realistis ya dulu awal main karena real ya yang nyata namun sekarang jadi permainan belah jadi hilang real ya dan uga semakin beratbanyak mode yang harus ya ada masuk kn buat permainan jadi semakin berat dan laq mohon timbang untuk kembali pubgm yang dulu pubgm yang real jaringan ya tolong lah masa tidak bisa di buka padahal buka permainan lain aman buka aplikasi lain lancar Hanya buka pubg saja yang susah sangat,1
Redo Duasatu,2023-06-16,tolong baik sistem login nya sangat susah butuh satu jam untuk pasuk main padahal jaringan yang saya berguna sangat baik apa bila jadi terus terus maaf saya akan uninstal aplikasi pubg,1
Zuo Qina,2023-06-16,pubg permainan rusak bukan baik bug semakin tambah parah sudah matching tidak sesuai masih tambah curang tidak masuk akal kembali waktu tencent pegang krifton tidak jelas,1
Asisstantnya Kelvin Gimang,2023-06-16,koneksi baik main permainan lain lancar lancar saja main pubg langsung lag,1
K o t on l Ajign,2023-06-16,masa mau login pubg tidak bisa sambil nyalain musik,1
Wwnnwjwjj Duususuus,2023-06-16,tolong baik dong bug iya saya kalomain sering tidak bisa lari karakter keya seperti jalan biasa padahal sudah pencet mode lariya tapi gabisalari tolong cepat per baik bug iya kalau ketemu musuh lang sung jadi peti saya,4
rIsQi RiSqi,2023-06-16,setiap jaringan lag dikit pasti ada bug jalan tidak bisa cepat padahal sudah lari dan senjata bisa ganti padahal sudah pencetcuma bisa pakai senjata itu gamau hilang bugnya walau jaringan sudah lancar masa setiap lag kudu login ulang,3
Dea luvita Luvita,2023-06-16,parah sih sekarang banyak aneh nya masih saja bisa daftar akun wilayah mau padahal sudah reset hp nya tetap aj udh hapus aplikasi nya sampai nya tetap saja sama bagaimana sih mau main saja susah sangat kemaren juga biasa saja tapi sekarang aneh sangat,1
M Din,2023-06-16,server indonesia jangan gandeng dengan papua player bau main gandeng dengan yang bagus saya selalu dape tim boot player baru jangan satu dong beban tim biar mereka blajar dulu minimal,1
Ihcsan Koto,2023-06-16,mohon dong kepada developer saya bagai main hp samsung aeram selalu jadi bug bangun selalu hilang dan bagai mohon baik bug sebut agar kami main hp ram selalu nikmat main dengan lancar sekian dari saya terima kasih,3
Mesra Harti,2023-06-16,pubg permainan rusak banyak bug tidak bisa lari gak bisa pencet perban malas saya jadi main pubg percuma update kalau tambah semakin rusak tolong nya devloper pubg bug yang ada permainan wajib untuk baik,1
CRS_ SANTUY,2023-06-16,mahal sangat gacha nya habis uang saya tidak dapat apa apa nyesel sumpah uc buat gacha nya jangan mahal sangat dong susah ngumpulin uang aku juga masih ajar belum bisa kerja,5
Claudia thl,2023-06-16,sudah update ada banyak bug contoh saat spawn pointdalam match tidak bisa larijalannya seperti bot layar jadi gelap sanggat ganggu semoga update depan bisa lebih bagus,4
Risky Risky,2023-06-16,semakin lama semakin tidak jelas server nya selalu tidak ngerespon tolong baik lah,2
Renaldo,2023-06-16,buka sosmed jaringan nya kencang main permainan jaringan lama,1
Andi Wilda,2023-06-16,saya Hanya mau bilang untuk level infinite agar baik bug lari pada awal masuk spawn island sampai dengan end permainan plus muncul grapling hook,5
Azis Mulya,2023-06-16,sih setiap saya login ada tulis server merespon selalu kesal saya,3
Jaenudin Cahya Saputra,2023-06-16,loading gambar kalau ramai player lama sangat selver kuat tidak sih ngasih event dinosaurus saat area dinonya loading load gambar frame nya lama sangat keburu mati duluan orang mah,3
Antoni Fernando,2023-06-16,pubg curang sangat mengecewajan para players server masih merespon kondisi wifi dan jaringan sinyal internet yang bagus dan perangkat yang support pubg sangat curang dan adil musuh hadir cara tiba tiba dan mati saat serang player itu semua salah permainan pubg karena semenjak ada level infinite server selalu merespon,1
I Ketut Ksatria Abimanyu,2023-06-16,pantesan permainan nya tidak populer nyata banyak bug nya bug yang paling sering saya dapat jalan lambat kalau main tdm sering ngebug iya itu bug no peluru jalan lambat layar gelap punya koin tidak bisa belanja buat beli senjata tolong bug nya baik,1
Ruok Asli,2023-06-16,sejak level invinite yang megang pubgm sudah kacau meski dulu masa jaya tencent ada banyak cheater dan kita bisa maklum lalu buat ban pan dan aku baru tahu kalau saham pubgm pegang level invinite iya jadi jarang main pubg padahal dulu seru dari scircle s aku main tapi sudah masuk ma tidak saya beli malas soal jelek jelek tidak keren tencent dulu dan sudah masuk circle tiba tiba ada ace master ace dominator dulu rasa aku pernah conqueror dan mudah sekarang Hanya jadi sampah crown,3
Daniel Alpasha,2023-06-16,setiap login lag  tidak bisa masuk padahal jaringan b saja tolong lah kalau saat turun event grafik nya jelek batu lah,5
Fawwaz Dzikron wafa,2023-06-16,untuk developer tolong baik permainan nya masuk obb saya sudah capek lama tunggu download pubg tapi semakin tidak bisa buka karena ada tulis obb service is running pubg tolong please baik obb nya sudah lama tunggu pubg dang habisin banyak kouta eh semakin tidak bisa main,1
Agusrahmat Prayogo,2023-06-16,terlalu banyak event jadi bingung dan rusak alam main,2
Devin Christian,2023-06-16,ini permainan rusak benar loading sudah lama masuk juga sudah lama,1
prawastika46_,2023-06-16,semakin kecewasaya tencent Hanya mentingin jual uc sama pakai permainan saja tapi alam main para player hirau jaringan baru masuk saja sudah macet hp z pro padahal dengan multi turbo tetap saja lag bagaimana,5
Dalia Dj,2023-06-16,beri bintang dulu karena saat hari ulang tahun nya beri uc pada player player yang punya tolong beri uc saat hari ultanya dong tencent,4
Jhovy Ridho,2023-06-16,gamenya kurang puas karena masuk mode arena tidak bisa padahal saya mau main mode arena tapi loginnya hampir jam pun tidak bisa,1
Muhammad Fauzan,2023-06-16,royal password baju nya jelek jelek tidak ada yang bagus beda sama yang dulu season,3
Jendral Ziko,2023-06-16,mode wow jangan terlalu banyak dan ringan simpan memori nya,3
Retrun Rhamdan,2023-06-16,apasih akhir ini sering salah server padahal ping sangat bagus,1
Xiao Za Ch.,2023-06-15,banyak bug sering fc pula tolong baik agar kami berguna hp kentang bisa main dulu,1
Aldhy Zholata,2023-06-15,game nya semakin seru tapi sayang lama loding nya padahal jaringan bagus paket data ada apalagi kalau letemu musu semakin lama tidak bisa gerak sama Sekali,3
Muhamad Rizki Febrian,2023-06-15,sering update tapi semakin banyak bug,1
Tengku afdal Yakub,2023-06-15,pubg sekarang semakin jelek semenjak pegang sama krafton alasan banyak bug contoh mental keluar match naik dino tapi posisi nya ngambang udara jalan lambat tidak bisa lari lebih baik pada saat pegang sama tencent,1
Hamdan J.D.P,2023-06-15,mengapa saat saya main permainan nya selalu lag saya sangat suka jika gamenya selalu lag saat saya claim quest dan lain lain,3
Y AN (Yan),2023-06-15,misi rp pubg selalu bug sudah buat misi tapi masukkehitung harap segera baik,2
Bagus Kentus,2023-06-15,device poco f ram iya sekarang saya main sering forclose sendiri tolong lah kalau ada bug baik masalah fps la jaringan lag lah padahal jaringan sudah bagus masuk spaw island hitam gerak lambat stagnan tolong baik cepat buat main tidak nyaman,1
yanzz,2023-06-15,semakin banyak cheater capek ngepush leaderboard solo minus terus ketemu cheater kata ban device iya ban Hanya beberapa menit cheater bisa main lagi bintang,1
Muhammad Zaki,2023-06-15,tolong infiniti bug nya benarkan saya gagang gu bila main mohon segera baik ,1
Bapakkau Bapakkau,2023-06-15,permainan Hanya minta rating tertinggipadahal gamenya sama semua bug lag dark systemkalau ada permainan yang lebih baik saya akan pindah permainan itu dan hapus permainan dari ponsel sayakenapa saya kasih bintang supaya posting saya tampil padahal gamenya minus bintang,5
Shantoso 1507,2023-06-15,permainan nya bagus Hanya sayang nya hanya untuk device kelas selsaikan mungkin kalau device kelas bawah bisa saya yakin pasti permainan ramai andai semua kalang bisa ngerasain main permainan minimal device ram bisa main lah saran sih,4
Rahma Yanti,2023-06-15,semakin kesini banyak bug iya ketika turun dari pesawat saat mau lari seperti ngestuck begitu tidak bisa lari karakter aneh sangat mohon baik bug itu sangat menggaggu,2
Yayan Bastian,2023-06-15,we all miss old pubg semua teman tinggal main karena terlalu berat untuk ponsel hingga gb,2
Dirga hayu,2023-06-15,semakin jelek saja permainan kemarin  belum updatemasih bagus jaringan stabil sekarang nihil sangat,2
Ali Kurnia,2023-06-15,permainan perang keren yang hpnya ada masalah bug atau apa itu arti hape kalian tidak narik wey bukan gamenya yang masalah saya main pubg dari dulu sampai sekarang aman saja lancar jaya,5
14 - Fendi Muhammad,2023-06-15,tolong hilang fitur player yang sudah mati bisa transfrom jadi robot kecil sangat menggangu apabila saat zona akhir kita sendiri tim musuh hanya satu yang mati dan yang mati bisa transfrom jadi robot lalu tahu posisi kita sangat buat nyaman,1
Aldi Annor,2023-06-15,tier saya masih rendah padahal kenapa langsung temu dengan old player padahal masih mula tidak adil sama sekali,3
Joses,2023-06-15,masig ada ngebug bawa mobil depan tidak ada batu tiba tiba berhenti,3
Zendy Suteja,2023-06-15,tiba tiba error iya tadi aku main jam aman aman saja saat main jam tiba tiba error server merespon padahal hanya selisih waktu jam device ram kuota masih aman saja tolong baik,2
Trys Ahmad,2023-06-15,dari awal main pubg sampai sekarang selalu ngebug damage tolong baik admin,1
akun coc,2023-06-15,permainan banyak aneh jaringan wifi bagus pakai main pubg lama tidak beraturan buat main tidak seru tambah bug aduh,1
Bayu Ambara,2023-06-15,saya sudah pasti ada aplikasi jalan selsaikan aplikasi pubgm tapi masih jadi lagging frame rate dan juga force close saat in permainan,1
Lazuardi Hajatie (Lazu Haja),2023-06-15,apa ini banyak bug rendering lama karakter yang jalan lambat koneksi tidak stabil pintu tidak bisa buka,2
Oktavia Hafidsah Putri,2023-06-15,banyak bug kyk tidak bisa larilari lambat ayo baik dan tidak ada bug nya terlalu seperti bott kalau lari saja lambat,1
Winワイン,2023-06-15,fitur sorot selsaikan muncul sedang untuk atur sorot sudah aktif dan syarat minimal tier juga sudah tolong untuk baik,2
radhika putra,2023-06-15,semakin updated kenapa tmbah lem patah patah tolong dong baik sekarang sudah update kenapa tidak tambah baik gamex tulis map dan rumah kenapa ngeblur sudah tk hapus download masih tetap ngblur saja,2
