Username,waktu,Komentar,Rating
Dandi Putra Production,2023-06-20,event dan tampil sudah cukup bagus sayang Hanya satu ketika main saya hilang jaringan dari ms jadi ms akhir ms padahal permainan lain dan sosial media lain lancar saja dan akhir sudah baharu semakin reconnecting terus salah sambung bagaimana kami bisa main dan selesai event tolong lah baik jangan sampai hilang player dulu,1
Mas RIDHO,2023-06-20,permainan nya banyak bug jaringan terkadang suka ngelag dan lebih saya suka dengan update kerang tolong free fire kembali normal saja lebih baik dulu dari pada sekarang,1
simpel_aja,2023-06-20,jauh makin up semakin ngelag jaringan bisa bilang bagus saja ping nya tapi tetap ngelag jauh ini aku suka permainan ini semakin lama semakin parah semakin up semakin parah beri lah ringan yang ram bisa apa lah,2
Kiki Aristiyanto,2023-06-20,permainan semakin lama update semakin jelek kenapa setiap ada musuh datang sinyal saya jadi padahal sinyal g ini bug atau bagaimana iya tolong jelas pelan pelan pak sopir,1
Daniel 20,2023-06-20,bagus tapi kenapa aku kalau sudah main ff kenapa ada layar putih terus ada tulis starting iya tolong betul iya thank you,4
Nanzar Domino,2023-06-20,nihh pesan untuk garena tolong iya kalau misal kita main cs atau br ngasih musuh itu yang gampang yang setara dengan kita masa cs saya dm diturunin dm saat saya cek musuh nya gg semua jadi tolong iya kasih musuh yang setara saya kasih bintang dulu,2
mantapjaya 227,2023-06-20,woy garena renin permainan kamu sudah bulang saya bilang kamu pakai wifi padahal buat sosmet dan yutub lancar saat main ff lag padahal sinyal nya enak ms tapi diley kalau luting dan pasang glowal game rusak awas saja kalau minggu belum benarkan langsung pindah permainan malas main ff permainan tidak jalas,1
Kevin Alfarel,2023-06-20,aku hanya ingin bilang ff bisa hapus tidak update nya soal saya banyak sekali bug mulai dari lag padahal saya baru isi kuota dan suka sekali karakter seperti emot emot terus padahal saya tidak pencet ngemot dan sekarang banyak yang akun nya hack masuk aku saya yang dulu sudah grand master atau gm padahal aku Hanya tidak main lama dua hari dan bagus san ff dulu dari pada sekarang,3
Ikbal Ikbal,2023-06-20,permainan tambah aneh semakin jelek saja semenjak gm kulgar pecat bug semakin resah kan tidak urus trus biasa kalau gamlay biasa sengaja suka hilang map aneh orang komback enak sudah update semakin aneh aja tolong lah kembali free fire nya biasa dan kulgar kembalikin biar seru iya ,5
MangBay,2023-06-20,begini lhoo kita ini kan kalau ada event misi terus hadiah nya sudah di claim tapi tidak ada di koleksi itu bagaimana hadiah vault gag masuk senjata gag masuk tapi sudah di claim lhaa kenapa hilang,1
Dg Lallo,2023-06-20,update sekarang semakin banyak bug contoh nya ping an semakin seperti ping aduh semakin kacau ini permainan,1
Bryan harry satria,2023-06-20,permainan nya bagus sangat kok terus kreasi dan ikan skin gratis karena player sekarang banyak yang tidak ada duit buat top up contoh saya dan temanteman saya tolong iya banyak skin gratis supaya player ff tetap tahan,4
dhandamara didan,2023-06-20,sudah update sering bug tolong baik map nya sering tidak jelas,1
Vivo best,2023-06-20,aku kurang suka sama update karena banyak yang ngecheat lalu suka bug,2
Johan Ibnu,2023-06-20,ff emng keren tapi saat main masti ada bak entah tidak lihat senjata terkadang juga suka lag pasketemu musuh tapi saat tidak ketemu musuh lancar saja jaringanya tolong lah garena baik bak dan jaringanya dan akun temen saya suka kesuspen padahal tidak pace cit itu saja ya garena tolong bantu keluhanya,1
Novita Novita,2023-06-20,akun gampang sangat nak suspend padahal kita main nya tidak perna curang dan perna pakai aplikasi macemmacem akun yang aq buat dari dan sudah habis banyak tapi semakin tiba-tiba suspend tanpa alasan yang jelas,1
Deni Gunawan,2023-06-20,masa sinyal wifi kenapa masih ngelwk saat terkadang permainan kadangngelek terus pakai paket data saat nyalain semakin kuata yang kita main semakin sebentar langsung habis saya beli kuata rp buat main firee fire atau hari sudah habis terkadang kuota tingal dikit langsung habis baru login tolong baik garena anjing,1
Anggala Idoy,2023-06-20,tolong baik saya masa sudah kil masih mes sama jatuh dari rumah map nextera damagenya besar,1
sony Pattra,2023-06-20,mengapa saat tengah main tiba tiba keluar sendiri dan jaringan buruk permainan padahal jaringan sedang baik tolong baik,3
10_Dimas Agung R_X-12,2023-06-20,banyak bug dan garena pikir baik bug semakin banyak event yang tambah kecewa sangat padahal main dari dulu pantas banyak player dulu banyak yang pensiun,1
sekar Midi,2023-06-20,heran kenapa sih batel royal selalu padahal sinyal lancar wifi lancar tetap saja setiap kalau buka ff batel royal kan buat tidak mood mohon baik masalah itu,1
Ahmad Sabirin,2023-06-20,bug nya resah utama bug damage dan jaringan tidak stabil,2
aku bahagia,2023-06-20,ehh garena luh harus nya tahu lah apa yang player mau dan apa yang player tidak mau atur luh itu sudah bisa nilai mana yang baik mana yang jelek jangan asal buat sistem yang tidak sukain para player itu gantung semua para player semua permainan maju karena player nya bukan karena developer nya sini luh harus bagaimana cara nya permainan ramai dulu keluarin gm luh biar para player bisa komen apa yang dia keluhin playerdangmbersatu,1
Misna Fadil,2023-06-20,semakin aneh ff lag selalu saat perang benarkan jaringan dulu dong jangan update terus asw,1
Erlangga rahmadani Rahmadani,2023-06-20,maaf saya kasih b karena ff tidak seru dulu sekarang banyak bug yang transparan dan buat tidak seru main jadi alam main jadi rusak mohon baik,2
Jhafal Takndare,2023-06-20,jaringan sangat buruk pada saat kita main pada hal saya nonton youtube jaringan lancar lancar sajh tapi main game kenapa buruk tong baik sistem jaringan yang sedang error pada hal game suda tahun kenapa jaringan mas buruk saya kecewa sama abdetan yang abdetan hanya fokus sama turun pangkat tapi jaringan tingkat abdetan berguna kalau jaringan tingkat,3
19.TF3. Putri Damayanti,2023-06-20,garena bisa tidak kalau update itu yang benar dikit masa iya sudah update semakin tidak jelas begini jaringan lanjar tapi lambat banyak bug kalau terus mah bakal pada ninggalin garena,1
Sherly Foam,2023-06-20,aku sudah level bagi aku sudah lumayan tinggi tapi kok semakin aku tinggal offline bentar kenapa semakin jadi ulang dari level dan itu juga harus ganti aku sumpah kecewa sangat,4
Mur Lina,2023-06-20,saat main tiba keluar paksa padahal jaringan bagusterus masalah skor kredit dipotongkenapa itu sering sekali jadi kresit skor akun ff saya sering potong,3
Nina Purwanti,2023-06-20,lihat dari tampil sih bagus tapi saat aku main kenapa kembali sendiri dari gamenya permainan jele sangat,1
Brian Ahmad prakoso,2023-06-20,masih ada msalah saat login gamaumasuk permainan tapi semakin ngelag ngelag padahal jaringanya bagus,2
Sherlyana,2023-06-20,saya kasih bintang empat dulu iya karena saya ingin baru tiarap hadap depan tidur hadap depan saya ingin itu dan aku ingin baru ada main offline ff agar bisa main ff saat koneksi internet buruk atau wifi yang belum bayar atau paket yang belum isi main yang saya mau offline lone wolf sosial island clas squad pertarungan royal itu saja,4
diaz Adi purnama,2023-06-20,saya masih bintang dulu karena masih banyak bug nya dan tolong event belacau keluar kan buat ber nostalgia,3
Rama Dhanirma23,2023-06-20,permainan masih jelek tetap update masih tidak ada pintu juga saya main ca rank dapat tim yang bot semua gilir musuh dapat tim yang bagus,1
Sariana Sariana,2023-06-20,beri tim yang seimbang utama clash squad bug nya hilangin lah sinyal penuh semakin ngelag habis itu jarang dapat lindung kalau tim nya afk sangat kecewa,1
Dias Aditya,2023-06-20,admin tolong dong saat saya main tiba tiba error saya jaringan tetap ful tidak bisa iya kosong tolong baik permainan susu murni nasioanal tetotetititete,3
M. Rakha Rajendra,2023-06-20,gamenya iya lumayan update lumayan bagus tapi bug tolong baik glowal balik jaring tiba tiba ngelag tolong garena bugnya baik,3
Fachreza Kusuma,2023-06-20,tolong baik bug sinyal nya padahal sinyal aku lancar aku pakai data telkomsel pun masih ngelag saat war dan situ ngelag nya lama beda sama mobil legends lambat nya bentar dan sinyal pun lancar,2
Idris Mlff,2023-06-20,woii tolong stiap kalau login tidak bisa main dan baca info permainan selalu padahal sinyal tidak masalah tapi setiap login harus baca info permainan dan tidak bisa main tolong buat pihak garena baik masalah sinyal permainan ketika login,1
Daffa official,2023-06-20,updatetan nya semakin buruk seperti muka developer plus otak pada jongkok semua yang lebih mentingin event dari pada bug pada bodoh semua seperti tidak pernah masuk sekolah saja padahal sudah banyak yang ngelu soal bug tapi tidak respon,1
Heny Moko,2023-06-20,permainan haram tidak berguna setiap kalau saya login pasti keluar sendiri terus setiap kalau permainan pasti keluar sendiri padahal jaringan saya bagus,1
Teguh ESM,2023-06-20,kena hono terudulu pakai im sinyal jaringan internet kacausekarang kuota banyak sudah akai jaringan telkomselmasih saja ganggu yang salah sinyal apa permainan nya,3
Eka Putra,2023-06-20,epep sekarang semakin aneh jaringan bagus semakin rikonek terus bug onmic glowal layang lebih baik uninstal saja lah,1
Zar Muji,2023-06-20,saya suka sangat main ff tapi masalah nya ada bug yang resah ketika main yaitu waktu saya lempar bom es hp nya semakin patah itu saja tapi saya suka juga main ff,5
Siti Aisyah,2023-06-20,game nya bagus tapi terlalu danyak atur salah sedikit tidakbisa barmain game cs dan suka lama jaringan dan bilang menglah tapi sesungguh saya kalah,1
Punalend83 Jo,2023-06-20,permainan memang seru tapi mohon kasih sinyal aku tidak mau selalu lag aku lag karena pihak ff beri sinyal bukan karena sinyal jelek jadi aku kasih bintang,1
Who Am I,2023-06-20,sudah update kemarin ada beberapa bug yang sangat resah player utama player baru yaitu bug costum hud bug sering jadi saat match langsung ketika kita masih cari senjata atau sementara war bug muncul dan itu sangat rugi bagi player tolong sistem bug selsaikan segera karna antara semua bug saya rasa yang paling parah,1
Frendy Apriyanto,2023-06-20,permainan nya bagus tapi jaringan nya tiba tiba lambat padahal wifi nya baik baik saja pada hal sudah dapat sg,4
kiki revan,2023-06-20,permainan cukup bagus tetapi ada masalah permainan grafik yang kurang bagus dan bug serta jaringan yang kurang puas kami harap permainan bisa tingkat misal bug permainan mohon hilang dan kami harap saat main jaringan erorleg,1
Yupiter hulu,2023-06-20,masih ada bug nya tolong baik yhkeluar cara tiba tiba padahal jaringan bagus,3
Aa Ahmad,2023-06-20,tolong dong gamenya sangat seru tapi naik sama turunya beda sangat naik turunya naik turunya juga cs suka dapat lawan yang tidak seimbang kita platinum musuh gm tolong dong jangan tidak seimbang samain,2
Murjan Salman,2023-06-20,tapi jaringan padahal jaringan bagus sama saya selalu dapat tim beban,5
Radhika 123,2023-06-20,saya beri bintang lima karena game nya sangat seru tapi tolong dong garena grapik permainan nya tolong sesuai tolong mirip kan dengan pubg saya minta grapik nya mirip kan pubg karena saya mantan player pubg,5
Labib Dhani,2023-06-20,admin sekarang banyak sekali bug amoe bosen anjay yang skop tidak kliatan bunderanya senjata tidak kliatan jumlah ar nya gmna ini terus saya hanya ingin mengungkapkn ingin saya pd ff in yaitu kalau bisa ff kasih mode turnamen la minggu sekali apa gmna gtu hal ml kn ada itu mcl setiap peka la kenapa ff tidak trinspirasi gtu kn bisa buat tingkatkan mental turnamen para player ff yang lain juga saran saya sih bug segera baik adakan mode turnamen sudah itu dulu sih plyr,5
S k,2023-06-20,fix lah event saja ma collab elit tapi gilir fix bug tidak bisa saat main csrranked mode lain selalu keluar saat tampil layar mau masuk ingame bilang aplikasi henti padahal hp support memori msih banyak coba dihp tmen juga begitu apalagi tmen pda ngeluh gr main suka keluar sendiri dan gmau masuk gamenya semakin keluar aplikasi selalu setiap kalau coba join ulang permainan ujungujungnya apa kena sanksi afk yang jelas gda niat afk sekali ngurang mana tidak berotak bisa,1
Muhamad Farel Rabbani,2023-06-20,banyak sangat bug nyadri dulu sampai sekarang masih banyak bug nya,1
Bg Nii,2023-06-20,iya sma yang tulis ulansan orang lain terkadang tidak lihat senjata nya apa karena gereja sudah tua maka tidak kalihatan apa yang salah padahal orang main nya reme tolong baik karena hanya game ff yang seru kalau sudah saat,5
Wa Giyo,2023-06-20,sekarang sering update terus malah tambah parah koneksi buruk banyak yang ngeluh saya sendiri ngeluh sangat di sayang main elit koneksi sulit,2
Wendi,2023-06-20,sudah ballik main sering jadi jaringan atau ping dadak down padahal jaringan hp bagus dan bukan saya orang yang ngerasain tapi hampir seluruh player yang main free fire,2
Friska,2023-06-20,sinyal selalu naik padahal dpake buka tiktok youtube instagram lancar tapi kalau buka epep sinyal nya naik terus kalau main random juga dapat tim nya poke ajg tusun muluu,1
Varo Sayang,2023-06-20,mohon maaf tolong pindah tombol sunti karena kena tombol jalan harap pindah tombol sunti nya iya,1
Caca Gemoy,2023-06-20,untuk update sekarang sedikit banyak ubah tapi untuk bug damage masih belum baik tolong baik bug damage walaupun masih ada tapi sedikit peringgan sedikit karena bagi saya itu ganggu dan pengaruh skill saya tembak sudah hedshot tapi tidak mati kalau tapi semakin saya yang mati tapi musuhny tembak saya kok langsung mati tolong baik masalah bug damage semoga garena cepat hilang bug damage bila bisa itu sangat mudah kami semua,2
Lis Supriyati,2023-06-20,aku suka karena aku sudah top up selalu dapat tapi teman saya dapat walaupun diamond iya sedikit tolong dong semua juga ada yang mau saya juga mau namun selalu dapat,1
Infinix Green,2023-06-20,saya suka sangat dengan permainan free fire tapi saya sangat kecewa dengan ada nya bug ketika baru mulai main atau permainan play mode rank atau pun mode yang lain tahu tiba-tiba jadi bug bung adalah map gagal loading sini saya sangat kecewa dengan ada nya bug permainan karena saya sudah dua kalau download ulang permainan tapi tetap saja ulang kembali jadi saya mohon baik bug permainan free fire ini karena bug jadi yang main seperti kekang karena bisa main mode ingin,1
Gogon Gonia,2023-06-20,permainan nya pea saya mau main craflane tidak bisa main padahal jaringan saya bagus tapi tidak bisa main garena tolong perbaikiya dan aku pada updetan banyak yang ngecheat,1
Zet Ria,2023-06-20,tolong jaringan lebih di utama kan lagi sering ge lag kalau main,2
Doni Cahyo,2023-06-20,tolong sekali untuk free fire untuk kurang bug yang ada permainan supaya para main nyaman untuk main free firenya,1
Bayu Waeee,2023-06-20,ff sekarang semakin lag ukuran nya ringan tapi gameplay nya berat,1
